id,plateforme,genre,annee,mois,duree_min,pays_origine,abonnes_chaine,vues,likes,commentaires,taux_retention,score_critique,tendance
332,YouTube,Thriller,2018,7,48,USA,815,120,5,0,90.8,5.6,0
333,YouTube,Horreur,2023,5,46,France,6298,100,14,2,85.3,4.7,0
334,YouTube,SF,2020,4,29,France,60085,1151,183,56,74.1,6.2,0
335,YouTube,Horreur,2015,9,23,Espagne,1456,8748,224,60,57.4,6.6,0
336,YouTube,Biopic,2021,3,27,UK,10826,429079,91335,4664,53.5,6.9,1
337,YouTube,Thriller,2020,2,39,Allemagne,39564,34480,4993,57,88.0,4.2,0
338,YouTube,Drame,2018,11,39,USA,4607,107263,8314,508,74.3,5.4,1
339,YouTube,Biopic,2019,4,32,UK,43610,15277,732,74,90.9,8.3,0
340,YouTube,Animation,2017,8,33,Canada,1051,7458,473,3,73.1,7.4,0
341,YouTube,Drame,2020,9,59,Espagne,130209,1566690,133209,69498,83.8,5.5,1
342,YouTube,Animation,2020,11,17,France,45779,109,4,2,32.9,8.0,0
343,YouTube,Romance,2019,8,12,Espagne,24620,1060,109,30,59.5,8.0,0
344,YouTube,Biopic,2017,9,48,USA,208905,1289,44,10,50.0,9.8,0
345,YouTube,Drame,2018,11,56,Canada,11399,27830,1376,79,78.8,6.2,0
346,YouTube,Biopic,2019,12,37,USA,6401,258,43,6,88.6,5.5,0
347,YouTube,Biopic,2019,1,25,USA,342863,20101,1676,329,54.3,6.3,0
348,YouTube,Comedie,2017,9,22,USA,874608,12697,415,175,60.1,7.9,0
349,YouTube,Comedie,2020,3,29,Canada,5503,22773,2669,103,47.9,4.6,0
350,YouTube,Romance,2017,11,5,France,17544,21764,4083,221,82.2,6.5,0
351,YouTube,Action,2019,1,33,USA,178097,139497,20972,569,88.9,6.6,1
352,YouTube,Drame,2016,3,18,USA,18839,2635,186,20,52.6,8.5,0
353,YouTube,SF,2019,3,18,UK,72343,11219,2025,101,23.3,5.7,0
354,YouTube,Biopic,2022,8,34,USA,104904,472,21,2,47.7,6.3,0
355,YouTube,Biopic,2022,1,57,UK,7153,267,39,6,88.7,7.3,0
356,YouTube,Comedie,2021,1,14,USA,50947,245750,25834,1528,42.6,5.6,1
357,YouTube,Horreur,2021,7,54,UK,21755,391,22,11,54.8,5.3,0
358,YouTube,Action,2015,12,32,UK,1931,14813,809,66,78.1,9.3,0
359,YouTube,Documentaire,2018,7,58,UK,3043,11244,259,12,78.2,7.3,0
360,YouTube,Horreur,2020,6,24,Canada,5973,56243,2153,303,66.0,8.3,0
361,YouTube,Horreur,2022,8,59,USA,141073,100,4,1,30.0,7.6,0
362,YouTube,Drame,2020,7,40,France,150650,27667,672,427,86.3,6.3,0
363,YouTube,Horreur,2022,5,41,UK,98698,2578,215,7,66.3,5.6,0
364,YouTube,Comedie,2017,8,35,France,53115,665,37,5,72.0,5.7,0
365,YouTube,Romance,2016,1,28,France,50294,1592,292,7,38.3,5.4,0
366,YouTube,SF,2015,3,32,Canada,38373,39812,4903,806,83.2,5.4,0
367,YouTube,Thriller,2020,9,51,USA,49771,18547,1683,150,54.2,5.3,0
368,YouTube,Action,2020,5,48,USA,56995,2165,257,99,75.6,7.7,0
369,YouTube,Documentaire,2017,1,4,Espagne,1327,172,29,1,64.9,5.1,0
370,YouTube,Thriller,2022,2,42,France,4534,206,22,5,90.8,8.6,0
371,YouTube,Animation,2021,11,50,France,2813,19586,1038,94,45.0,7.6,0
372,YouTube,SF,2018,4,45,France,201650,122,16,1,93.1,7.5,0
373,YouTube,Thriller,2017,1,31,France,602112,2218,145,1,63.6,6.9,0
374,YouTube,Horreur,2021,9,22,UK,287,2428247,42924,5305,51.3,7.1,1
375,YouTube,Action,2021,7,41,Canada,503646,9404,301,6,31.3,5.9,0
376,YouTube,Documentaire,2016,6,40,USA,26198,19065,1691,61,76.6,5.2,0
377,YouTube,Documentaire,2017,11,24,France,166948,210,36,1,94.6,5.8,0
378,YouTube,Thriller,2019,4,26,USA,60653,138,12,2,95.0,4.5,0
379,YouTube,Drame,2019,7,24,France,392695,21797,3635,688,87.6,7.2,0
380,YouTube,Action,2016,9,5,UK,33506,1471,129,11,69.6,5.0,0
381,YouTube,Biopic,2023,8,4,UK,1440,56053,5930,446,36.0,7.5,0
382,YouTube,Biopic,2018,3,7,France,17830,4263,274,48,30.4,7.5,0
383,YouTube,Drame,2018,9,27,Canada,61778,21658465,2204219,44160,67.8,6.9,1
384,YouTube,Action,2015,9,32,Canada,14300,915,88,19,74.9,5.7,0
385,YouTube,Comedie,2022,2,26,USA,82081,7885,262,61,84.8,5.2,0
386,YouTube,Action,2017,2,57,UK,19314,409,132,3,77.2,5.4,0
387,YouTube,Horreur,2023,9,15,UK,6694,50523,3733,978,67.7,5.1,0
388,YouTube,Horreur,2019,2,25,France,2510,11513,1498,165,94.3,6.5,0
389,YouTube,Comedie,2022,11,17,France,10060,346,51,4,76.7,6.3,0
390,YouTube,Documentaire,2016,2,20,UK,33161,1731,93,12,36.2,9.4,0
391,YouTube,Comedie,2016,12,36,Espagne,437,118135,12635,3242,94.6,9.3,1
392,YouTube,Thriller,2022,9,20,USA,4627,87489,1998,575,74.9,8.8,1
393,YouTube,Romance,2022,6,21,USA,406,111,9,2,32.5,6.2,0
394,YouTube,Documentaire,2019,4,41,UK,6411,1194,151,15,78.1,4.4,0
395,YouTube,Horreur,2015,5,50,USA,241501,363484,12170,2344,61.7,6.8,1
396,YouTube,Action,2023,9,15,France,2054,2520,300,1,27.4,6.1,0
397,YouTube,Comedie,2018,10,9,USA,89887,6054,53,26,45.6,6.6,0
398,YouTube,Drame,2023,3,16,Allemagne,6567542,49877,3401,368,95.0,7.1,0
399,YouTube,Thriller,2022,7,35,Canada,403154,136,17,1,85.0,7.6,0
400,YouTube,Biopic,2022,12,57,Allemagne,28768,365,37,4,58.5,3.8,0
401,YouTube,Documentaire,2021,4,12,France,122622,1704,130,3,69.2,8.4,0
402,YouTube,Thriller,2021,9,5,USA,1423,77773,5551,59,29.3,7.9,0
403,YouTube,Biopic,2019,3,33,USA,946,48992,11276,1532,37.9,5.6,0
404,YouTube,SF,2015,11,59,France,23327,23142,3600,18,28.8,7.8,0
405,YouTube,Romance,2018,3,34,France,48884,2702,330,26,40.5,6.1,0
406,YouTube,SF,2021,4,55,Canada,196576,64468,10962,68,84.9,6.6,0
407,YouTube,Comedie,2022,6,39,UK,7061,2613,145,86,67.5,6.3,0
408,YouTube,Biopic,2020,5,4,UK,32428,16234,1351,23,59.7,5.4,0
409,YouTube,Action,2021,3,27,France,30279,37425,1698,67,71.4,4.6,0
410,YouTube,Comedie,2015,8,46,USA,16936,266212,18025,8870,70.8,10.0,1
411,YouTube,Drame,2019,1,32,France,19054,3324,306,79,32.9,7.4,0
412,YouTube,Drame,2019,12,14,France,3986,1546,112,8,30.1,6.7,0
413,YouTube,Comedie,2023,1,13,USA,38538,97507,9274,4105,60.9,9.2,1
414,YouTube,Action,2017,5,40,USA,32535,118140,12007,42,80.2,4.0,1
415,YouTube,Animation,2017,12,29,Espagne,9135,983,170,0,74.4,6.1,0
416,YouTube,Biopic,2018,2,35,USA,83412,241,20,1,78.6,5.6,0
417,YouTube,Comedie,2016,1,24,France,172071,80626,4712,5287,55.2,5.8,1
418,YouTube,Drame,2020,9,22,France,85370,100,5,0,70.7,6.5,0
419,YouTube,Romance,2020,1,40,UK,2738,100,20,1,80.3,5.8,0
420,YouTube,Biopic,2022,11,3,France,26884,1957,190,52,92.3,3.8,0
421,YouTube,Animation,2023,6,27,France,3558,3851,302,35,76.5,5.0,0
422,YouTube,Documentaire,2015,11,24,USA,26718,210,30,1,92.7,5.1,0
423,YouTube,Romance,2017,3,47,France,3586,5190,219,76,77.0,5.8,0
424,YouTube,SF,2017,2,44,UK,283318,5803,941,20,35.1,5.1,0
425,YouTube,Comedie,2017,12,27,USA,105520,896,64,12,58.2,6.2,0
426,YouTube,Horreur,2022,10,17,France,221013,481018,63079,4615,95.0,6.3,1
427,YouTube,Horreur,2016,11,16,Canada,180492,8728,583,31,89.1,3.3,0
428,YouTube,Action,2015,4,15,USA,12820,50072,4426,303,79.2,4.9,0
429,YouTube,Documentaire,2022,5,18,UK,9402,100,11,1,69.1,6.8,0
430,YouTube,Action,2023,7,46,France,717442,100,9,1,63.5,6.3,0
431,YouTube,Documentaire,2017,6,5,UK,15831,9415,956,80,75.6,3.9,0
432,YouTube,Horreur,2017,3,4,France,1466,307781,10870,1886,84.4,7.7,1
433,YouTube,Comedie,2019,5,33,USA,165203,238,27,2,86.2,7.4,0
434,YouTube,SF,2019,8,15,France,29364,4266,492,9,74.9,10.0,0
435,YouTube,Comedie,2023,1,50,Espagne,447704,135,8,0,46.4,9.1,0
436,YouTube,Romance,2018,5,45,France,35808,494,75,12,44.9,5.2,0
437,YouTube,Biopic,2015,4,46,Allemagne,21162,4830,375,1,72.5,6.3,0
438,YouTube,Action,2018,1,29,Allemagne,466140,869,43,5,82.2,6.5,0
439,YouTube,Thriller,2020,2,27,USA,1015,113,10,0,61.5,8.4,0
440,YouTube,Biopic,2019,6,27,USA,6831,107,4,3,86.5,6.1,0
441,YouTube,Thriller,2019,2,14,USA,3734,100,10,0,92.5,8.5,0
442,YouTube,Comedie,2023,5,35,Espagne,273,9812,1016,7,64.0,6.9,0
443,YouTube,SF,2022,7,52,UK,126292,13279,155,190,51.0,5.3,0
444,YouTube,Romance,2017,11,17,USA,7223,13113,1329,27,50.4,4.7,0
445,YouTube,Animation,2018,2,6,France,134690,307,22,1,62.3,8.0,0
446,YouTube,Thriller,2021,6,35,Canada,47962,36859,1997,214,88.6,8.0,0
447,YouTube,Biopic,2018,2,25,France,74182,17447,1535,55,71.5,8.1,0
448,YouTube,Romance,2018,6,48,France,8859,3035,83,23,90.1,2.6,0
449,YouTube,Drame,2016,6,51,France,4776,2014,97,36,87.5,6.3,0
450,YouTube,Biopic,2017,10,57,USA,26357,588,105,5,81.5,8.4,0
451,YouTube,Biopic,2021,6,25,Allemagne,138459,4819,162,9,62.7,4.4,0
452,YouTube,SF,2022,12,54,Canada,19915,169926,11350,1963,88.7,7.4,1
453,YouTube,Action,2022,2,9,France,5410,51258,2641,331,43.7,5.7,0
454,YouTube,Romance,2017,1,24,USA,2002,1571,137,10,91.3,5.1,0
455,YouTube,Romance,2016,1,18,Canada,33134,11459,597,43,78.8,5.4,0
456,YouTube,Comedie,2016,5,55,USA,7272,189,14,1,71.6,8.9,0
457,YouTube,Animation,2018,3,37,France,19082,18493,1038,260,91.7,7.8,0
458,YouTube,Horreur,2019,2,23,USA,13662,373,58,5,82.0,6.3,0
459,YouTube,Comedie,2023,3,11,UK,9055,16741,1698,769,68.2,9.8,0
460,YouTube,Documentaire,2023,12,47,Espagne,39640,4988672,123251,9091,75.8,3.8,1
461,YouTube,Comedie,2015,10,40,UK,66769,716,16,3,43.3,5.5,0
462,YouTube,Documentaire,2021,1,51,France,1121926,4443746,118998,103418,38.6,8.9,1
463,YouTube,SF,2017,11,27,UK,100301,10163,1331,14,85.3,6.2,0
464,YouTube,Action,2016,3,11,France,533580,457,15,3,58.3,6.2,0
465,YouTube,Biopic,2019,5,22,Allemagne,4284,408,30,1,55.6,6.3,0
466,YouTube,Comedie,2015,4,38,USA,896,1101726,104752,8520,86.5,5.8,1
467,YouTube,Romance,2018,5,16,France,21399,10223,1134,60,85.5,7.9,0
468,YouTube,Comedie,2019,10,7,USA,122523,723,8,1,82.9,5.3,0
469,YouTube,Biopic,2017,9,49,France,89529,1792,40,18,44.2,10.0,0
470,YouTube,Documentaire,2020,8,33,France,248391,8751,736,9,88.6,4.4,0
471,YouTube,Horreur,2019,8,25,USA,137,2916,184,9,88.4,9.0,0
472,YouTube,SF,2022,9,34,Canada,269939,7078,420,1,80.3,7.7,0
473,YouTube,SF,2016,3,45,Canada,43084,251205,9932,1540,62.4,5.5,1
474,YouTube,Animation,2015,5,3,USA,1004,177,31,0,95.0,6.9,0
475,YouTube,Documentaire,2019,2,28,France,93625,14936,266,141,63.1,7.8,0
476,YouTube,Horreur,2017,9,17,USA,30914,2484,19,93,52.9,7.4,0
477,YouTube,Action,2021,6,8,USA,47214,856,74,0,56.2,3.6,0
478,YouTube,Animation,2015,8,5,France,162465,43496,3118,358,88.5,7.1,0
479,YouTube,Comedie,2020,7,28,Allemagne,52080,100,16,1,88.6,4.4,0
480,YouTube,Drame,2023,4,34,Espagne,1157,100,7,0,68.2,8.1,0
481,YouTube,Horreur,2015,2,31,France,16546,5225,599,14,52.8,8.1,0
482,YouTube,Drame,2017,12,47,Canada,866,2110,132,22,70.4,4.4,0
483,YouTube,Documentaire,2022,4,29,UK,80670,101,15,1,86.1,3.5,0
484,YouTube,SF,2019,2,36,France,360750,100,4,0,66.0,6.0,0
485,YouTube,Drame,2016,4,49,UK,1839,371975,42812,2225,89.9,6.1,1
486,YouTube,Thriller,2016,11,40,France,5750,9485,429,40,76.9,6.5,0
487,YouTube,Romance,2021,4,54,France,3771,3131,54,15,93.7,7.1,0
488,YouTube,Documentaire,2022,12,15,Espagne,8885,720796,64252,8311,70.6,6.3,1
489,YouTube,Animation,2018,6,47,UK,50254,38374,4009,434,82.2,6.7,0
490,YouTube,Biopic,2019,11,42,France,9080,248498,5740,230,95.0,5.2,1
491,YouTube,Horreur,2022,8,36,USA,81231,156,11,1,67.9,5.0,0
492,YouTube,Documentaire,2016,1,3,Espagne,185490,142,2,1,42.7,7.4,0
493,YouTube,Animation,2016,7,33,USA,199489,13942,973,197,84.2,7.3,0
494,YouTube,Drame,2021,6,51,Allemagne,2353,8402,165,57,61.8,6.0,0
495,YouTube,SF,2016,3,39,Allemagne,352165,67788,593,638,60.4,4.9,0
496,YouTube,Comedie,2021,7,3,USA,413389,100,2,1,29.0,8.8,0
497,YouTube,Thriller,2019,2,19,UK,491570,17309,259,38,71.5,9.1,0
498,YouTube,Biopic,2023,9,35,UK,16064,35354,4644,372,85.5,8.2,0
499,YouTube,SF,2015,10,49,Canada,4896,30959,3007,415,41.1,7.4,0
500,YouTube,Comedie,2023,2,28,USA,3076,1078,18,1,64.9,4.9,0
501,YouTube,Animation,2017,6,51,France,2431,10900,1702,140,78.2,8.4,0
502,YouTube,Biopic,2015,8,48,France,22547,428,23,8,39.2,7.4,0
503,YouTube,Horreur,2021,1,18,UK,120054,1433,30,17,76.0,5.0,0
504,YouTube,Drame,2019,5,14,Canada,300474,219,43,2,50.4,7.6,0
505,YouTube,SF,2022,4,54,Canada,8340,447,8,4,89.3,5.7,0
506,YouTube,Romance,2015,1,36,USA,20386,1632,90,11,49.2,7.7,0
507,YouTube,Drame,2015,10,51,France,17883,873,47,4,68.0,8.2,0
508,YouTube,Drame,2020,6,55,France,6182,447,44,5,80.8,7.3,0
509,YouTube,Drame,2022,10,27,Canada,95941,115,7,2,47.1,5.2,0
510,YouTube,Biopic,2018,8,5,USA,45510,401410,20941,4184,89.5,7.4,1
511,YouTube,Documentaire,2022,11,54,Canada,29250,852,200,8,54.2,7.3,0
512,YouTube,Horreur,2023,12,36,France,45098,6801,193,25,87.3,5.4,0
513,YouTube,Horreur,2022,8,9,USA,75425,100,8,3,64.3,6.0,0
514,YouTube,Biopic,2019,5,33,Allemagne,73930,88798,12341,309,70.6,9.4,1
515,YouTube,Comedie,2021,6,4,France,4117,4527,645,30,64.3,9.0,0
516,YouTube,Horreur,2019,10,19,France,132277,982,25,1,76.8,5.7,0
517,YouTube,Action,2021,6,22,UK,36707,1004,132,12,50.6,3.5,0
518,YouTube,SF,2020,7,28,USA,9235,26200,3470,359,36.0,8.7,0
519,YouTube,Romance,2019,3,35,Espagne,35187,100,5,0,36.8,9.7,0
520,YouTube,Thriller,2018,12,50,Allemagne,43868,379,9,1,93.1,8.9,0
521,YouTube,Comedie,2020,8,23,UK,191677,2213,209,28,95.0,6.0,0
522,YouTube,Comedie,2021,4,44,France,2718,2150,75,5,79.2,7.5,0
523,YouTube,Horreur,2023,8,56,USA,311753,1564817,196154,14554,50.4,5.1,1
524,YouTube,Thriller,2020,5,45,Allemagne,23071,1281,264,5,80.8,8.1,0
525,YouTube,Thriller,2015,2,17,USA,8003,35438,1082,804,66.2,5.6,0
526,YouTube,Biopic,2020,11,41,Espagne,7528,276272,3917,102,66.1,5.5,1
527,YouTube,Comedie,2017,11,19,UK,2972,15939,2524,470,57.7,6.4,0
528,YouTube,Biopic,2015,11,30,France,677,553,5,0,78.0,5.7,0
529,YouTube,Biopic,2015,5,39,USA,85374,120,9,1,75.5,7.6,0
530,YouTube,Romance,2020,4,19,UK,1157499,19217,109,654,71.9,5.2,0
531,YouTube,Comedie,2023,1,3,France,866,182145,8574,1391,58.2,10.0,1
532,YouTube,Comedie,2019,9,50,USA,3291,11671,248,43,78.1,7.3,0
533,YouTube,Drame,2019,4,44,UK,99028,65096,11246,191,60.6,6.0,0
534,YouTube,Romance,2015,11,10,France,20105,1943240,107744,32664,71.3,5.0,1
535,YouTube,Comedie,2021,11,24,USA,116872,24183,1216,242,76.7,6.0,0
536,YouTube,SF,2015,2,17,UK,17971,190,20,4,73.3,6.2,0
537,YouTube,Comedie,2022,12,58,Canada,6896,3386,650,15,81.6,6.1,0
538,YouTube,Romance,2022,2,56,USA,14021,91632,261,1353,37.6,5.8,1
539,YouTube,Action,2023,6,42,Espagne,187,1600,170,15,31.1,5.3,0
540,YouTube,Documentaire,2017,6,28,Allemagne,2237,128574,9615,28,73.9,7.9,1
541,YouTube,Action,2016,12,5,USA,146760,2521,234,16,38.5,8.6,0
542,YouTube,Comedie,2017,8,17,France,238899,6876,653,16,86.6,5.2,0
543,YouTube,Comedie,2022,11,8,Canada,366712,1240,28,14,65.9,6.4,0
544,YouTube,Horreur,2016,8,48,France,53196,4441,437,36,90.0,3.8,0
545,YouTube,Action,2022,10,8,Canada,241,5070,331,6,93.9,5.7,0
546,YouTube,SF,2016,11,41,USA,6185,100,1,1,54.1,9.5,0
547,YouTube,Romance,2015,11,57,USA,311548,988,71,1,59.4,8.3,0
548,YouTube,Romance,2016,5,20,USA,565863,136,20,2,79.3,7.4,0
549,YouTube,Animation,2021,5,41,USA,336144,1077,46,4,45.7,4.8,0
550,YouTube,Horreur,2020,12,53,Allemagne,13732,408,85,8,89.2,5.5,0
551,YouTube,Thriller,2018,10,27,France,1614,37404,13279,273,73.4,5.7,0
552,YouTube,Horreur,2020,12,28,Allemagne,20307,38503,2402,230,72.2,8.0,0
553,YouTube,Thriller,2020,7,14,France,22688,12097,445,135,70.7,8.5,0
554,YouTube,Biopic,2019,12,27,Canada,504402,125,5,2,54.2,6.5,0
555,YouTube,Romance,2019,9,52,Allemagne,34737,2332,171,12,62.2,7.9,0
556,YouTube,Documentaire,2015,9,40,USA,22773,102,9,0,70.6,5.4,0
557,YouTube,Horreur,2017,3,14,France,25514,2062,123,16,80.4,7.0,0
558,YouTube,Documentaire,2019,7,33,Canada,49006,15041,491,208,62.2,8.1,0
559,YouTube,Horreur,2016,9,43,Canada,77101,35605,3649,310,40.2,8.9,0
560,YouTube,Romance,2019,10,7,USA,5171,9721,240,36,57.0,4.8,0
561,YouTube,Action,2016,12,46,USA,2656,69298,9821,357,67.6,8.7,0
562,YouTube,SF,2022,4,14,Canada,341504,5706,833,47,43.4,10.0,0
563,YouTube,Comedie,2015,4,19,France,827,1662,106,5,54.0,4.4,0
564,YouTube,Horreur,2015,12,26,UK,582739,26480,2590,109,87.0,4.1,0
565,YouTube,Drame,2020,12,31,USA,482,28744,1866,437,82.7,9.0,0
566,YouTube,Drame,2016,3,55,France,6842,803,105,8,77.5,6.0,0
567,YouTube,Drame,2018,5,15,Canada,153846,7688,566,62,69.6,6.3,0
568,YouTube,Animation,2017,12,17,USA,22041,1428,52,33,88.3,8.4,0
569,YouTube,Romance,2016,3,24,Espagne,1582,100,6,1,68.7,5.3,0
570,YouTube,Biopic,2021,10,51,USA,51681,8957,863,18,56.0,7.0,0
571,YouTube,SF,2021,2,58,USA,25185,117,14,0,83.2,4.6,0
572,YouTube,Drame,2017,3,28,USA,14298,6772,250,21,62.1,7.9,0
573,YouTube,Action,2021,10,42,USA,6324,100,7,0,49.5,7.9,0
574,YouTube,Action,2021,8,55,Canada,20553,493,53,1,77.0,6.9,0
575,YouTube,Thriller,2019,7,51,UK,6878,1008,57,1,88.8,6.7,0
576,YouTube,Biopic,2020,11,41,Canada,2867827,60132,7298,657,56.6,6.6,0
577,YouTube,Romance,2023,4,33,USA,13629,785,35,5,71.3,6.4,0
578,YouTube,Horreur,2019,7,59,France,10430,202,32,0,82.6,6.5,0
579,YouTube,Comedie,2018,8,16,France,7455,7412,815,28,88.5,7.9,0
580,YouTube,Action,2019,9,23,Canada,769812,1732,263,14,70.3,4.0,0
581,YouTube,Horreur,2022,4,43,USA,830,21512,410,11,80.9,9.4,0
582,YouTube,Comedie,2021,8,4,USA,45200,237,20,3,63.5,6.9,0
583,YouTube,Action,2015,6,31,USA,13648,5049,186,36,54.4,10.0,0
584,YouTube,SF,2019,7,51,USA,1278,1431047,85673,24128,82.8,7.0,1
585,YouTube,Biopic,2021,11,13,UK,4280,1638,271,28,81.7,6.7,0
586,YouTube,Animation,2017,5,48,UK,41519,4754,150,47,93.7,7.6,0
587,YouTube,Action,2023,9,26,Espagne,3909,100,12,1,80.1,4.8,0
588,YouTube,Horreur,2022,12,52,France,37016,353,11,1,78.7,5.0,0
589,YouTube,Horreur,2022,10,39,USA,699629,9407,1026,45,74.2,6.3,0
590,YouTube,Horreur,2015,12,11,France,30983,1306,137,27,71.7,6.7,0
591,YouTube,Biopic,2020,8,44,Canada,1203,13850,1014,6,71.3,8.2,0
592,YouTube,Drame,2019,4,6,UK,4049,8624,185,167,84.7,6.8,0
593,YouTube,Biopic,2020,12,16,USA,12446,110,3,2,79.7,8.8,0
594,YouTube,Thriller,2022,8,53,Canada,10889,37732,5157,754,85.3,2.6,0
595,YouTube,Horreur,2018,3,52,USA,29852,133,23,2,36.8,9.3,0
596,YouTube,Romance,2019,4,5,France,41146,440,33,1,51.8,6.0,0
597,YouTube,Documentaire,2021,4,24,USA,701555,5290,426,63,65.8,7.7,0
598,YouTube,Animation,2021,11,8,France,21863,149875,7308,2128,66.6,8.4,1
599,YouTube,Animation,2021,2,18,Allemagne,2198,242,52,1,55.1,4.7,0
600,YouTube,Animation,2018,9,58,UK,221374,4312,616,11,71.3,8.8,0
601,YouTube,Documentaire,2023,7,14,Canada,275419,4403,1191,82,56.0,7.8,0
602,YouTube,Documentaire,2015,1,39,Allemagne,35062,15419,1612,512,55.1,9.3,0
603,YouTube,Comedie,2019,8,48,Canada,13456,57530,3609,69,34.1,6.7,0
604,YouTube,Horreur,2020,10,53,USA,76503,1085,62,6,78.9,6.6,0
605,YouTube,Romance,2015,9,23,France,14441,37407,5361,28,83.0,5.5,0
606,YouTube,Thriller,2019,7,42,USA,360,82934,1427,748,87.9,5.6,1
607,YouTube,Romance,2020,5,30,Espagne,67978,257789,47599,103,87.2,6.5,1
608,YouTube,Biopic,2020,2,9,Espagne,131203,10454,772,190,60.5,7.5,0
609,YouTube,Horreur,2016,1,15,Canada,393239,4418,444,21,68.7,7.8,0
610,YouTube,Horreur,2017,5,45,France,5107,910,59,4,65.4,5.1,0
611,YouTube,SF,2017,8,42,France,34624,100,11,0,20.2,6.5,0
612,YouTube,Documentaire,2020,1,32,Allemagne,36156,1487,232,0,77.1,7.0,0
613,YouTube,Thriller,2017,12,47,France,26128,3947,18,15,63.2,3.4,0
614,YouTube,Animation,2020,8,42,USA,27714,2267,234,4,47.9,7.9,0
615,YouTube,Animation,2021,4,22,USA,23724,13283,392,45,79.5,6.2,0
616,YouTube,Drame,2022,12,19,USA,33640,100,4,1,67.9,6.6,0
617,YouTube,Drame,2016,3,56,UK,96892,1891,255,6,60.7,8.8,0
618,YouTube,Action,2023,12,58,Espagne,252855,436665,35673,806,52.0,5.1,1
619,YouTube,Comedie,2016,4,4,Canada,4852,35918,519,35,61.3,5.3,0
620,YouTube,SF,2015,5,48,USA,15605,13911,381,122,49.3,3.2,0
621,YouTube,SF,2015,6,10,USA,9459,7916,670,48,81.0,6.5,0
622,YouTube,Comedie,2016,12,52,Allemagne,7105,1195,24,34,58.7,8.2,0
623,YouTube,SF,2022,4,36,USA,869,100,14,0,25.0,3.4,0
624,YouTube,Animation,2016,12,42,USA,23119,9347,2011,50,65.1,5.1,0
625,YouTube,Drame,2021,5,42,UK,57448,100,3,0,68.5,6.8,0
626,YouTube,Thriller,2018,4,37,France,16152,1320,63,48,68.7,5.9,0
627,YouTube,Thriller,2015,8,17,France,21635,2953,271,47,64.8,5.9,0
628,YouTube,Romance,2018,9,49,Allemagne,50862,974,23,6,76.0,6.8,0
629,YouTube,Thriller,2015,5,34,UK,370363,679055,18357,12139,90.1,9.4,1
630,YouTube,Documentaire,2019,2,34,France,9513,285174,5902,1183,85.5,6.7,1
631,YouTube,Thriller,2020,5,21,France,2114,39420,1419,131,85.1,7.0,0
632,YouTube,SF,2019,7,3,Espagne,18381,294,33,13,93.5,7.3,0
633,YouTube,Thriller,2017,1,34,UK,952764,363501,45195,1147,63.4,3.7,1
634,YouTube,Comedie,2021,1,22,UK,2160,14008,2066,8,70.3,7.1,0
635,YouTube,Animation,2020,12,40,France,80843,282,26,5,82.1,4.3,0
636,YouTube,Drame,2017,1,23,Espagne,223200,3235,239,12,63.6,6.6,0
637,YouTube,Drame,2018,5,58,Allemagne,194,32742,4440,39,44.9,8.2,0
638,YouTube,Documentaire,2015,10,41,USA,50033,667,86,17,69.1,6.0,0
639,YouTube,Biopic,2023,4,28,USA,73630,4235,538,150,46.3,8.2,0
640,YouTube,Animation,2021,6,43,UK,12904,6576,391,65,44.8,4.0,0
641,YouTube,Biopic,2017,2,39,Canada,6045,190,12,2,86.8,7.0,0
642,YouTube,Horreur,2021,10,38,Canada,6759,1517,76,18,42.1,7.0,0
643,YouTube,SF,2021,8,35,Espagne,11417,229,21,1,73.3,2.6,0
644,YouTube,Documentaire,2020,11,56,UK,12037,26151,1456,430,80.3,7.4,0
645,YouTube,Thriller,2015,11,21,USA,8253,307,11,7,92.8,2.1,0
646,YouTube,SF,2022,5,27,USA,11059,6182,237,15,46.2,6.9,0
647,YouTube,Romance,2023,1,17,Canada,238371,100,6,1,67.9,7.3,0
648,YouTube,Biopic,2023,5,35,France,1941,175,10,0,73.9,6.0,0
649,YouTube,Horreur,2023,2,59,France,666,155,22,0,29.7,6.8,0
650,YouTube,SF,2023,7,37,UK,246118,1445,271,15,59.9,10.0,0
651,YouTube,Animation,2021,2,14,USA,15002,4679,273,64,85.3,5.8,0
652,YouTube,Drame,2015,12,55,Canada,10132,7419,607,213,95.0,4.8,0
653,YouTube,Horreur,2019,8,48,France,17633,100,7,1,36.0,9.7,0
654,YouTube,Romance,2017,4,28,USA,33474,1955,71,22,41.0,6.9,0
655,YouTube,Romance,2016,12,11,France,7722,456,34,0,84.3,8.3,0
656,YouTube,Documentaire,2022,10,25,UK,60588,11332,443,38,78.8,4.1,0
657,YouTube,Animation,2022,6,48,Canada,3214,1526,248,15,92.6,2.9,0
658,YouTube,Action,2019,2,35,USA,12044,2435,245,5,63.3,5.2,0
659,YouTube,Drame,2021,5,13,USA,262,462,16,13,66.3,6.3,0
660,YouTube,Comedie,2016,8,12,France,229687,222263,20598,1332,68.5,5.8,1
661,YouTube,Documentaire,2016,10,58,UK,15488,120,2,2,37.9,5.8,0
662,YouTube,Action,2022,4,28,Espagne,84137,1097,31,3,95.0,3.7,0
663,YouTube,Drame,2019,9,42,Canada,57133,3901,177,71,68.9,6.9,0
664,YouTube,Romance,2019,4,23,France,66146,1590,126,18,21.6,6.1,0
665,YouTube,Animation,2019,3,8,UK,21686,441,42,6,71.3,3.2,0
